site,site_name,plot,year,survey_round,survey_date,treat_cont,start,point,minute,species,distance,how,sex,visual,migrating,cluster_size,cluster_code
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,1,deju,23,s,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,1,resq,10,c,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,1,moch,57,s,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,1,deju,63,s,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,2,rcki,54,,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,2,rcki,73,s,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,2,attw,22,d,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,3,hawo,56,d,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,3,moch,26,s,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,3,graj,37,s,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,4,attw,17,d,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,4,pisi,36,cf,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,4,rcki,20,s,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,5,pisi,39,cf,,,,3,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,5,brcr,5,s,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,6,attw,3,cf,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,6,yrwa,43,cs,,,,,
11b,tv_cont,11b2,2016,2,7/3/2016,c,,2,6,rbsa,23,c,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,7:17,3,1,heth,59,s,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,1,rcki,36,s,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,1,attw,1,d,,y,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,1,deju,27,s,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,1,rcki,37,s,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,1,attw,45,c,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,1,attw,61,c,,y,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,2,moch,54,s,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,2,resq,22,c,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,2,attw,36,c,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,2,nofl,41,c,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,3,yrwa,21,c,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,3,graj,36,s,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,3,resq,41,c,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,3,graj,41,s,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,3,attw,16,c,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,3,rbnu,47,s,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,4,deju,56,c,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,4,moch,36,cs,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,4,attw,18,c,,y,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,5,moch,63,s,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,5,rcki,22,s,,,,,
11b,tv_cont,11b3,2016,2,7/3/2016,c,,3,6,nobi,,,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,7:30,4,1,graj,43,s,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,1,weta,26,s,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,1,weta,23,s,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,1,deju,25,s,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,1,rcki,73,s,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,1,rcki,36,s,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,1,rcki,24,s,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,2,deju,29,s,,,,3,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,2,graj,40,s,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,2,heth,75,s,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,3,amro,25,c,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,3,rcki,37,s,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,3,amro,46,s,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,4,yrwa,23,c,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,4,moch,56,c,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,4,attw,34,d,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,5,pisi,53,cf,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,5,yrwa,41,s,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,6,yrwa,52,s,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,6,pisi,26,cf,,,,3,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,6,brcr,8,s,,,,,
11b,tv_cont,11b4,2016,2,7/3/2016,c,,4,6,attw,11,c,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,7:45,5,1,weta,18,s,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,1,deju,37,s,,,,2,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,1,deju,25,s,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,1,heth,82,s,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,1,heth,76,,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,1,brcr,12,s,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,1,attw,26,c,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,1,attw,22,c,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,2,attw,16,d,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,2,attw,43,c,,,,2,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,3,rbnu,31,s,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,3,amro,41,s,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,3,yrwa,23,s,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,3,graj,31,s,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,3,pisi,26,cf,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,3,yrwa,18,s,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,3,graj,27,s,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,4,yrwa,26,s,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,4,nofl,35,c,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,5,brcr,19,s,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,6,attw,47,c,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,6,deju,21,s,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,6,heth,83,s,,,,,
11b,tv_cont,11b5,2016,2,7/3/2016,c,,5,6,hawo,76,d,,,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,8:04,6,1,attw,3,cd,,,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,1,attw,21,c,,,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,1,moch,43,s,,,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,1,attw,15,c,,y,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,1,amro,13,,,y,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,1,graj,36,s,,,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,2,brcr,3,cs,,y,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,2,clnu,15,cs,,,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,3,rcki,38,s,,,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,3,yrwa,27,s,,,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,3,pisi,23,cf,,,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,3,brcr,16,cf,,,,2,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,4,rbnu,31,s,,y,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,4,rnsa,26,d,,,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,5,attw,37,c,,,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,6,deju,53,s,,,,,
11b,tv_cont,11b6,2016,2,7/3/2016,c,,6,6,yrwa,24,s,,,,,
11b,tv_cont,11b7,2016,2,7/3/2016,c,8:24,7,1,attw,5,cd,,,,,
11b,tv_cont,11b7,2016,2,7/3/2016,c,,7,1,attw,8,cd,,,,,
11b,tv_cont,11b7,2016,2,7/3/2016,c,,7,1,yrwa,13,s,,,,,
11b,tv_cont,11b7,2016,2,7/3/2016,c,,7,1,attw,26,cd,,,,,
11b,tv_cont,11b7,2016,2,7/3/2016,c,,7,1,rcki,65,s,,,,,
11b,tv_cont,11b7,2016,2,7/3/2016,c,,7,1,nofl,43,c,,,,,
11b,tv_cont,11b7,2016,2,7/3/2016,c,,7,2,resq,28,c,,,,,
11b,tv_cont,11b7,2016,2,7/3/2016,c,,7,2,hawo,65,d,,,,,
11b,tv_cont,11b7,2016,2,7/3/2016,c,,7,2,attw,36,cd,,,,2,
11b,tv_cont,11b7,2016,2,7/3/2016,c,,7,3,rcki,23,s,,,,,
11b,tv_cont,11b7,2016,2,7/3/2016,c,,7,3,graj,35,s,,,,2,
11b,tv_cont,11b7,2016,2,7/3/2016,c,,7,4,rcki,49,s,,,,,
11b,tv_cont,11b7,2016,2,7/3/2016,c,,7,4,graj,58,s,,,,,
11b,tv_cont,11b7,2016,2,7/3/2016,c,,7,5,yrwa,21,s,,,,,
11b,tv_cont,11b7,2016,2,7/3/2016,c,,7,5,attw,19,d,,,,,
11b,tv_cont,11b7,2016,2,7/3/2016,c,,7,6,hawo,67,d,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,8:44,8,1,rcki,46,s,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,1,moch,35,s,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,1,yrwa,26,s,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,1,heth,78,s,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,1,pisi,45,cf,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,1,rcki,39,s,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,1,heth,81,s,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,1,rbnu,41,s,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,2,deju,56,s,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,2,yrwa,26,s,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,2,attw,13,d,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,2,rcki,48,s,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,2,moch,21,cs,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,3,graj,15,s,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,3,osfl,28,s,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,3,deju,53,s,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,3,attw,73,d,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,4,nofl,41,c,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,5,rcki,13,s,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,6,resq,31,c,,,,,
11b,tv_cont,11b8,2016,2,7/3/2016,c,,8,6,weta,45,s,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,8:59,9,1,osfl,42,s,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,1,attw,23,c,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,1,deju,31,,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,1,moch,53,s,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,1,rcki,61,s,,,,2,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,2,attw,43,d,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,2,attw,58,cd,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,2,rcki,65,s,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,2,yrwa,18,s,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,2,wcsp,43,s,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,2,chsp,58,s,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,3,deju,29,s,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,3,yrwa,15,cd,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,3,deju,31,s,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,3,wcsp,26,s,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,4,amro,42,s,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,5,heth,91,s,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,5,heth,51,s,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,5,rcki,23,s,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,5,rcki,33,s,,,,,
11b,tv_cont,11b9,2016,2,7/3/2016,c,,9,6,brcr,10,s,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,5:59,1,1,attw,30,d,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,1,attw,45,d,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,1,pisi,40,cd,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,1,deju,25,s,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,1,yrwa,40,s,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,1,attw,75,d,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,1,rcki,90,s,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,1,graj,25,c,,,,4,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,2,rcki,40,s,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,2,resq,35,c,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,2,amro,55,c,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,3,brcr,30,c,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,3,attw,45,c,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,3,heth,110,s,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,4,pisi,50,c,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,4,weta,70,s,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,4,attw,50,c,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,5,nobi,,,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,6,yrwa,50,s,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,6,moch,55,c,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,6,pisi,40,c,,,,,
11b,tv_cont,11b1,2016,3,7/10/2016,c,,1,6,btlh,45,d,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,6:14,2,1,attw,25,d,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,1,moch,35,s,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,1,attw,20,d,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,1,attw,35,c,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,1,deju,45,s,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,1,brcr,50,s,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,1,rcki,35,s,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,2,rcki,25,s,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,2,yrwa,40,s,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,2,moch,45,s,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,2,deju,35,s,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,3,deju,40,s,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,3,brcr,40,s,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,3,attw,40,d,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,3,graj,25,cv,,y,,2,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,4,attw,50,d,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,4,pisi,45,c,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,5,attw,20,c,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,5,weta,20,c,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,6,deju,55,s,,,,,
11b,tv_cont,11b2,2016,3,7/10/2016,c,,2,6,heth,100,s,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,6:28,3,1,amro,50,c,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,1,yrwa,20,s,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,1,deju,45,s,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,1,rcki,55,s,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,1,clnu,65,c,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,1,moch,45,c,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,2,attw,85,d,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,2,lisp,50,s,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,2,deju,65,s,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,2,yrwa,75,s,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,2,resq,80,c,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,3,rcki,50,s,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,3,brcr,30,c,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,3,pisi,45,c,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,3,attw,60,c,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,3,pisi,75,c,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,3,attw,55,c,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,4,pisi,40,c,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,4,attw,20,d,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,4,attw,50,d,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,4,heth,115,s,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,5,btlh,30,o,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,5,lisp,60,s,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,6,pisi,50,c,,,,,
11b,tv_cont,11b3,2016,3,7/10/2016,c,,3,6,moch,75,c,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,6:41,4,1,weta,20,s,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,1,heth,50,s,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,1,deju,40,s,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,1,heth,55,s,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,1,attw,75,d,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,1,yrwa,60,s,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,1,btlh,50,o,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,1,attw,65,d,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,2,yrwa,45,s,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,2,amro,40,c,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,2,attw,80,d,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,2,rcki,70,s,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,3,attw,40,d,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,3,deju,65,s,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,3,recr,60,c,,,,2,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,3,heth,110,s,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,4,attw,23,d,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,4,yrwa,60,s,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,4,brcr,40,s,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,5,stja,50,c,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,5,lisp,75,,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,5,moch,60,c,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,6,heth,10,v,,y,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,6,chsp,50,s,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,6,graj,65,c,,,,,
11b,tv_cont,11b4,2016,3,7/10/2016,c,,4,6,recr,55,c,,,,7,
11b,tv_cont,11b5,2016,3,7/10/2016,c,6:57,5,1,pisi,40,c,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,1,attw,20,c,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,1,attw,35,d,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,1,attw,40,d,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,1,moch,60,s,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,1,yrwa,40,s,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,2,yrwa,50,s,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,2,attw,80,d,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,2,attw,40,c,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,3,yrwa,65,s,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,3,btlh,40,o,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,3,deju,55,s,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,3,pisi,30,c,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,3,pisi,55,c,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,4,attw,80,d,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,4,attw,90,d,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,4,rcki,85,s,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,4,heth,105,s,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,5,heth,80,s,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,5,lisp,25,s,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,5,btlh,40,d,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,5,attw,50,d,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,6,deju,35,s,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,6,amro,45,c,,,,,
11b,tv_cont,11b5,2016,3,7/10/2016,c,,5,6,graj,95,c,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,7:10,6,1,moch,25,c,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,1,moch,30,c,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,1,attw,40,c,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,1,moch,40,s,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,1,moch,25,c,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,2,pisi,50,c,,,,2,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,2,pisi,40,s,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,2,heth,85,s,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,3,attw,45,c,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,3,pisi,40,s,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,3,brcr,45,s,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,3,graj,90,c,,,,2,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,3,yrwa,3,s,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,4,pisi,25,c,,,,3,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,4,rcki,40,s,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,4,lisp,50,s,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,4,amro,60,c,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,5,nobi,,,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,6,pisi,20,c,,,,,
11b,tv_cont,11b6,2016,3,7/10/2016,c,,6,6,attw,15,v,,y,,,
11b,tv_cont,11b7,2016,3,7/10/2016,c,7:29,7,1,moch,35,s,,,,,
11b,tv_cont,11b7,2016,3,7/10/2016,c,,7,1,rcki,20,s,,,,,
11b,tv_cont,11b7,2016,3,7/10/2016,c,,7,1,attw,25,c,,,,,
11b,tv_cont,11b7,2016,3,7/10/2016,c,,7,1,attw,55,d,,,,,
11b,tv_cont,11b7,2016,3,7/10/2016,c,,7,1,btlh,40,o,,,,,
11b,tv_cont,11b7,2016,3,7/10/2016,c,,7,1,yrwa,55,s,,,,,
11b,tv_cont,11b7,2016,3,7/10/2016,c,,7,2,moch,40,s,,,,,
11b,tv_cont,11b7,2016,3,7/10/2016,c,,7,2,moch,50,c,,,,,
11b,tv_cont,11b7,2016,3,7/10/2016,c,,7,3,deju,55,s,,,,,
11b,tv_cont,11b7,2016,3,7/10/2016,c,,7,3,rcki,45,s,,,,,
