site,site_name,plot,year,treat_cont,species,snag_dbh,stump_dbh,tree_dbh,status,crwn_ratio,core_outsideplot
1a,cannibal,1a1,2014,t,pien,,,7,nd,,
1a,cannibal,1a1,2014,t,pien,,,50,tw,,
1a,cannibal,1a1,2014,t,abla,,,12,li,30,
1a,cannibal,1a1,2014,t,pien,,,66,sn,,
1a,cannibal,1a1,2014,t,abla,,,6,li,20,
1a,cannibal,1a1,2014,t,abla,,,4,li,10,
1a,cannibal,1a1,2014,t,pien,,,68,tw,,
1a,cannibal,1a1,2014,t,abla,,,11,li,30,
1a,cannibal,1a1,2014,t,pien,,,67,tw,,
1a,cannibal,1a1,2014,t,pien,,,34,sn,,
1a,cannibal,1a1,2014,t,pien,,,10,li,20,
1a,cannibal,1a1,2014,t,pien,,,10,li,20,
1a,cannibal,1a1,2014,t,pien,,,4,li,90,
1a,cannibal,1a1,2014,t,pien,,,32,gr,80,
1a,cannibal,1a1,2014,t,pien,,,6,li,50,
1a,cannibal,1a1,2014,t,pien,,,12,sn,,
1a,cannibal,1a1,2014,t,abla,,,5,li,100,
1a,cannibal,1a1,2014,t,pien,,,19,gr,40,
1a,cannibal,1a1,2014,t,pien,,,15,li,60,
1a,cannibal,1a1,2014,t,pien,,,65,tw,,
1a,cannibal,1a1,2014,t,pien,,,27,gr,40,
1a,cannibal,1a1,2014,t,pien,,,10,li,40,
1a,cannibal,1a1,2014,t,pien,,,33,tw,,
1a,cannibal,1a1,2014,t,pien,,,25,gr,60,
1a,cannibal,1a1,2014,t,abla,,,5,li,90,
1a,cannibal,1a1,2014,t,pien,,,41,sn,,
1a,cannibal,1a1,2014,t,pien,,,9,li,50,
1a,cannibal,1a1,2014,t,pien,,,16,gr,40,
1a,cannibal,1a1,2014,t,pien,,,26,gr,,
1a,cannibal,1a1,2014,t,pien,,,63,gr,,
1a,cannibal,1a1,2014,t,pien,,,47,tw,,
1a,cannibal,1a1,2014,t,abla,,,8,li,60,
1a,cannibal,1a1,2014,t,pien,,,27,tw,,
1a,cannibal,1a1,2014,t,pien,,,37,gr,,
1a,cannibal,1a1,2014,t,pien,,,18,gr,40,
1a,cannibal,1a1,2014,t,pien,,,28,gr,20,
1a,cannibal,1a1,2014,t,pien,,,6,tw,,
1a,cannibal,1a1,2014,t,pien,,,29,gr,,
1a,cannibal,1a1,2014,t,pien,,,15,tw,,
1a,cannibal,1a1,2014,t,pien,,,16,gr,30,
1a,cannibal,1a1,2014,t,pien,,,17,gr,20,
1a,cannibal,1a2,2014,t,pien,,,19,tw,,
1a,cannibal,1a2,2014,t,pien,,,6,li,20,
1a,cannibal,1a2,2014,t,pien,,,10,gr,,
1a,cannibal,1a2,2014,t,pien,,,5,li,20,
1a,cannibal,1a2,2014,t,pien,,,15,gr,,
1a,cannibal,1a2,2014,t,pien,,,33,gr,,
1a,cannibal,1a2,2014,t,pien,,,28,gr,,
1a,cannibal,1a2,2014,t,pien,,,29,tw,,
1a,cannibal,1a2,2014,t,pien,,,19,nd,,
1a,cannibal,1a2,2014,t,pien,,,19,tw,,
1a,cannibal,1a2,2014,t,pien,,,17,gr,,
1a,cannibal,1a2,2014,t,pien,,,34,gr,,
1a,cannibal,1a2,2014,t,pien,,,34,gr,,
1a,cannibal,1a2,2014,t,pien,,,23,tw,,
1a,cannibal,1a2,2014,t,pien,,,24,gr,,
1a,cannibal,1a2,2014,t,pien,,,10,gr,,
1a,cannibal,1a2,2014,t,pien,,,20,tw,,
1a,cannibal,1a2,2014,t,pien,,,25,tw,,
1a,cannibal,1a2,2014,t,pien,,,21,gr,,
1a,cannibal,1a2,2014,t,pien,,,26,tw,,
1a,cannibal,1a2,2014,t,pien,,,14,gr,,
1a,cannibal,1a2,2014,t,abla,,,5,li,30,
1a,cannibal,1a2,2014,t,pien,,,10,tw,,
1a,cannibal,1a2,2014,t,pien,,,11,gr,,
1a,cannibal,1a2,2014,t,pien,,,30,tw,,
1a,cannibal,1a2,2014,t,pien,,,28,gr,,
1a,cannibal,1a2,2014,t,pien,,,15,tw,,
1a,cannibal,1a2,2014,t,pien,,,21,tw,,
1a,cannibal,1a2,2014,t,pien,,,6,gr,,
1a,cannibal,1a2,2014,t,pien,,,30,tw,,
1a,cannibal,1a2,2014,t,pien,,,10,gr,,
1a,cannibal,1a2,2014,t,pien,,,45,tw,,
1a,cannibal,1a2,2014,t,pien,,,14,gr,,
1a,cannibal,1a2,2014,t,pien,,,27,tw,,
1a,cannibal,1a2,2014,t,pien,,,13,gr,,
1a,cannibal,1a2,2014,t,pien,,,50,tw,,
1a,cannibal,1a2,2014,t,pien,,,15,gr,,
1a,cannibal,1a2,2014,t,pien,,,32,tw,,
1a,cannibal,1a2,2014,t,pien,,,11,tw,,
1a,cannibal,1a2,2014,t,pien,,,13,gr,,
1a,cannibal,1a2,2014,t,pien,,,13,gr,,
1a,cannibal,1a2,2014,t,pien,,,16,gr,,
1a,cannibal,1a2,2014,t,pien,,,13,gr,,
1a,cannibal,1a2,2014,t,pien,,,22,tw,,
1a,cannibal,1a2,2014,t,pien,,,7,gr,,
1a,cannibal,1a2,2014,t,pien,,,13,gr,,
1a,cannibal,1a2,2014,t,pien,,,6,tw,,
1a,cannibal,1a2,2014,t,pien,,,7,gr,,
1a,cannibal,1a2,2014,t,pien,,,34,tw,,
1a,cannibal,1a2,2014,t,pien,,,11,tw,,
1a,cannibal,1a2,2014,t,pien,,,14,gr,,
1a,cannibal,1a2,2014,t,pien,,,16,gr,,
1a,cannibal,1a2,2014,t,pien,,,15,gr,,
1a,cannibal,1a2,2014,t,pien,,,19,sn,,
1a,cannibal,1a2,2014,t,pien,,,7,li,30,
1a,cannibal,1a2,2014,t,pien,,,23,gr,,
1a,cannibal,1a2,2014,t,pien,,,27,ye,,
1a,cannibal,1a2,2014,t,pien,,,16,ye,,
1a,cannibal,1a2,2014,t,pien,,,13,gr,,
1a,cannibal,1a2,2014,t,pien,,,9,li,70,
1a,cannibal,1a2,2014,t,pien,,,8,gr,,
1a,cannibal,1a2,2014,t,pien,,,28,ye,,
1a,cannibal,1a2,2014,t,pien,,,20,ye,,
1a,cannibal,1a2,2014,t,pien,,,29,sn,,
1a,cannibal,1a2,2014,t,pien,,,27,ye,,
1a,cannibal,1a2,2014,t,pien,,,34,gr,,
1a,cannibal,1a2,2014,t,pien,,,21,tw,,
1a,cannibal,1a2,2014,t,pien,,,21,tw,,
1a,cannibal,1a2,2014,t,pien,,,47,gr,,
1a,cannibal,1a3,2014,t,pien,,,40,ye,,
1a,cannibal,1a3,2014,t,pien,,,30,sn,,
1a,cannibal,1a3,2014,t,pien,,,4,li,40,
1a,cannibal,1a3,2014,t,pien,,,32,tw,,
1a,cannibal,1a3,2014,t,pien,,,37,tw,,
1a,cannibal,1a3,2014,t,pien,,,24,sn,,
1a,cannibal,1a3,2014,t,abla,,,4,li,40,
1a,cannibal,1a3,2014,t,pien,,,4,li,80,
1a,cannibal,1a3,2014,t,pien,,,4,li,30,
1a,cannibal,1a3,2014,t,pien,,,28,ye,,
1a,cannibal,1a3,2014,t,pien,,,15,tw,,
1a,cannibal,1a3,2014,t,pien,,,16,gr,50,
1a,cannibal,1a3,2014,t,pien,,,4,li,20,
1a,cannibal,1a3,2014,t,pien,,,34,ye,,
1a,cannibal,1a3,2014,t,pien,,,4,li,40,
1a,cannibal,1a3,2014,t,pien,,,8,br,,
1a,cannibal,1a3,2014,t,pien,,,7,li,30,
1a,cannibal,1a3,2014,t,pien,,,8,br,,
1a,cannibal,1a3,2014,t,pien,,,8,gr,40,
1a,cannibal,1a3,2014,t,pien,,,8,gr,40,
1a,cannibal,1a3,2014,t,pien,,,28,ye,,
1a,cannibal,1a3,2014,t,pien,,,27,ye,,
1a,cannibal,1a3,2014,t,pien,,,8,br,,
1a,cannibal,1a3,2014,t,pien,,,19,ye,,
1a,cannibal,1a3,2014,t,pien,,,17,gr,,
1a,cannibal,1a3,2014,t,pien,,,6,br,,
1a,cannibal,1a3,2014,t,pien,,,18,ye,,
1a,cannibal,1a3,2014,t,pien,,,5,br,,
1a,cannibal,1a3,2014,t,pien,,,20,ye,,
1a,cannibal,1a3,2014,t,pien,,,18,gr,,
1a,cannibal,1a3,2014,t,pien,,,8,ye,,
1a,cannibal,1a3,2014,t,pien,,,12,gr,,
1a,cannibal,1a3,2014,t,pien,,,27,ye,,
1a,cannibal,1a3,2014,t,pien,,,17,gr,,
1a,cannibal,1a3,2014,t,pien,,,6,li,40,
1a,cannibal,1a3,2014,t,pien,,,13,gr,,
1a,cannibal,1a3,2014,t,pien,,,24,ye,,
1a,cannibal,1a3,2014,t,pien,,,33,ye,,
1a,cannibal,1a3,2014,t,pien,,,13,ye,,
1a,cannibal,1a3,2014,t,pien,,,16,tw,,
1a,cannibal,1a3,2014,t,pien,,,10,br,,
1a,cannibal,1a3,2014,t,pien,,,19,ye,,
1a,cannibal,1a3,2014,t,pien,,,21,ye,,
1a,cannibal,1a3,2014,t,pien,,,23,tw,,
1a,cannibal,1a3,2014,t,pien,,,7,li,15,
1a,cannibal,1a3,2014,t,pien,,,16,ye,,
1a,cannibal,1a3,2014,t,pien,,,8,gr,30,
1a,cannibal,1a3,2014,t,pien,,,7,tw,,
1a,cannibal,1a3,2014,t,pien,,,12,ye,,
1a,cannibal,1a3,2014,t,pien,,,19,ye,,
1a,cannibal,1a3,2014,t,pien,,,7,br,,
1a,cannibal,1a3,2014,t,pien,,,19,tw,,
1a,cannibal,1a3,2014,t,pien,,,5,br,,
1a,cannibal,1a3,2014,t,pien,,,20,ye,,
1a,cannibal,1a3,2014,t,pien,,,11,gr,20,
1a,cannibal,1a3,2014,t,pien,,,8,li,40,
1a,cannibal,1a3,2014,t,pien,,,14,gr,,
1a,cannibal,1a3,2014,t,pien,,,19,ye,,
1a,cannibal,1a3,2014,t,pien,,,13,gr,,
1a,cannibal,1a3,2014,t,pien,,,10,gr,30,
1a,cannibal,1a3,2014,t,pien,,,8,ye,,
1a,cannibal,1a3,2014,t,pien,,,34,sn,,
1a,cannibal,1a4,2014,t,pien,,,16,gr,20,
1a,cannibal,1a4,2014,t,pien,,,18,gr,,
1a,cannibal,1a4,2014,t,pien,,,30,ye,,
1a,cannibal,1a4,2014,t,pien,,,16,li,60,
1a,cannibal,1a4,2014,t,pien,,,7,gr,30,
1a,cannibal,1a4,2014,t,pien,,,30,ye,,
1a,cannibal,1a4,2014,t,pien,,,5,li,90,
1a,cannibal,1a4,2014,t,pien,,,16,gr,,
1a,cannibal,1a4,2014,t,pien,,,6,gr,40,
1a,cannibal,1a4,2014,t,pien,,,6,li,80,
1a,cannibal,1a4,2014,t,pien,,,17,gr,75,
1a,cannibal,1a4,2014,t,pien,,,6,li,80,
1a,cannibal,1a4,2014,t,pien,,,22,tw,,
1a,cannibal,1a4,2014,t,pien,,,4,li,20,
1a,cannibal,1a4,2014,t,pien,,,6,gr,50,
1a,cannibal,1a4,2014,t,pien,,,6,gr,80,
1a,cannibal,1a4,2014,t,pien,,,7,li,30,
1a,cannibal,1a4,2014,t,pien,,,31,sn,,
1a,cannibal,1a4,2014,t,pien,,,7,li,30,
1a,cannibal,1a4,2014,t,pien,,,12,gr,90,
1a,cannibal,1a4,2014,t,pien,,,44,sn,,
1a,cannibal,1a4,2014,t,pien,,,7,gr,70,
1a,cannibal,1a4,2014,t,pien,,,5,li,30,
1a,cannibal,1a4,2014,t,pien,,,45,ye,,
1a,cannibal,1a4,2014,t,pien,,,8,li,90,
1a,cannibal,1a4,2014,t,pien,,,43,ye,,
1a,cannibal,1a4,2014,t,pien,,,24,ye,,
1a,cannibal,1a4,2014,t,pien,,,6,li,0,
1a,cannibal,1a4,2014,t,pien,,,27,ye,,
1a,cannibal,1a4,2014,t,pien,,,6,li,40,
1a,cannibal,1a4,2014,t,pien,,,38,ye,,
1a,cannibal,1a4,2014,t,pien,,,30,gr,,
1a,cannibal,1a4,2014,t,pien,,,38,tw,,
1a,cannibal,1a4,2014,t,pien,,,16,gr,25,
1a,cannibal,1a4,2014,t,pien,,,28,br,,
1a,cannibal,1a4,2014,t,pien,,,7,li,50,
1a,cannibal,1a4,2014,t,pien,,,27,br,,
1a,cannibal,1a4,2014,t,pien,,,23,gr,,
1a,cannibal,1a4,2014,t,pien,,,5,li,80,
1a,cannibal,1a4,2014,t,pien,,,7,gr,70,
1a,cannibal,1a4,2014,t,pien,,,20,gr,40,
1a,cannibal,1a5,2014,t,pien,,,38,gr,,
1a,cannibal,1a5,2014,t,pien,,,44,gr,,
1a,cannibal,1a5,2014,t,abla,,,7,li,100,
1a,cannibal,1a5,2014,t,pien,,,27,ye,,
1a,cannibal,1a5,2014,t,pien,,,33,ye,,
1a,cannibal,1a5,2014,t,abla,,,5,li,35,
1a,cannibal,1a5,2014,t,pien,,,19,tw,,
1a,cannibal,1a5,2014,t,pien,,,9,sn,,
1a,cannibal,1a5,2014,t,pien,,,17,gr,30,
1a,cannibal,1a5,2014,t,pien,,,21,gr,30,
1a,cannibal,1a5,2014,t,abla,,,8,li,45,
1a,cannibal,1a5,2014,t,pien,,,28,ye,,
1a,cannibal,1a5,2014,t,pien,,,40,br,,
1a,cannibal,1a5,2014,t,pien,,,16,ye,,
1a,cannibal,1a5,2014,t,pien,,,28,ye,,
1a,cannibal,1a5,2014,t,abla,,,7,li,90,
1a,cannibal,1a5,2014,t,pien,,,27,tw,,
1a,cannibal,1a5,2014,t,pien,,,28,ye,,
1a,cannibal,1a5,2014,t,pien,,,45,ye,,
1a,cannibal,1a5,2014,t,abla,,,13,,,
1a,cannibal,1a6,2014,t,pien,,,25,ye,,
1a,cannibal,1a6,2014,t,pien,,,7,ye,,
1a,cannibal,1a6,2014,t,pien,,,19,ye,,
1a,cannibal,1a6,2014,t,pien,,,13,tw,,
1a,cannibal,1a6,2014,t,pien,,,35,tw,,
1a,cannibal,1a6,2014,t,pien,,,17,ye,,
1a,cannibal,1a6,2014,t,pien,,,21,ye,,
1a,cannibal,1a6,2014,t,pien,,,6,gr,20,
1a,cannibal,1a6,2014,t,pien,,,21,ye,,
1a,cannibal,1a6,2014,t,pien,,,9,li,30,
1a,cannibal,1a6,2014,t,pien,,,25,ye,,
1a,cannibal,1a6,2014,t,pien,,,30,tw,,
1a,cannibal,1a6,2014,t,pien,,,6,li,50,
1a,cannibal,1a6,2014,t,pien,,,20,br,,
1a,cannibal,1a6,2014,t,pien,,,33,ye,,
1a,cannibal,1a6,2014,t,pien,,,15,ye,,
1a,cannibal,1a6,2014,t,pien,,,21,ye,,
1a,cannibal,1a6,2014,t,pien,,,17,tw,,
1a,cannibal,1a6,2014,t,pien,,,14,li,80,
1a,cannibal,1a6,2014,t,pien,,,22,sn,,
1a,cannibal,1a6,2014,t,pien,,,27,ye,,
1a,cannibal,1a6,2014,t,pien,,,27,br,,
1a,cannibal,1a6,2014,t,pien,,,26,ye,,
1a,cannibal,1a6,2014,t,pien,,,31,ye,,
1a,cannibal,1a6,2014,t,pien,,,15,gr,,
1a,cannibal,1a6,2014,t,pien,,,6,li,80,
1a,cannibal,1a6,2014,t,pien,,,20,tw,,
1a,cannibal,1a6,2014,t,pien,,,9,gr,,
1a,cannibal,1a6,2014,t,pien,,,4,li,90,
1a,cannibal,1a6,2014,t,pien,,,8,sn,,
1a,cannibal,1a6,2014,t,pien,,,7,li,90,
1a,cannibal,1a6,2014,t,pien,,,31,w,,
1a,cannibal,1a6,2014,t,pien,,,16,gr,,
1a,cannibal,1a6,2014,t,pien,,,10,sn,,
1a,cannibal,1a6,2014,t,pien,,,12,gr,,
1a,cannibal,1a6,2014,t,pien,,,9,ye,,
1a,cannibal,1a6,2014,t,pien,,,14,ye,,
1a,cannibal,1a6,2014,t,pien,,,8,tw,,
1a,cannibal,1a6,2014,t,pien,,,35,ye,,
1a,cannibal,1a6,2014,t,pien,,,13,gr,40,
1a,cannibal,1a6,2014,t,pien,,,14,sn,,
1a,cannibal,1a6,2014,t,pien,,,25,ye,,
1a,cannibal,1a6,2014,t,pien,,,5,li,70,
1a,cannibal,1a6,2014,t,pien,,,27,ye,,
1a,cannibal,1a6,2014,t,pien,,,5,li,40,
1a,cannibal,1a7,2014,t,pien,,,41,br,,
1a,cannibal,1a7,2014,t,pien,,,18,tw,,
1a,cannibal,1a7,2014,t,pien,,,19,tw,,
1a,cannibal,1a7,2014,t,pien,,,18,gr,,
1a,cannibal,1a7,2014,t,pien,,,13,gr,,
1a,cannibal,1a7,2014,t,pien,,,10,gr,45,
1a,cannibal,1a7,2014,t,pien,,,33,gr,,
1a,cannibal,1a7,2014,t,pien,,,28,gr,,
1a,cannibal,1a7,2014,t,pien,,,21,gr,,
1a,cannibal,1a7,2014,t,pien,,,10,ye,,
1a,cannibal,1a7,2014,t,pien,,,13,gr,,
1a,cannibal,1a7,2014,t,pien,,,24,gr,,
1a,cannibal,1a7,2014,t,pien,,,15,tw,,
1a,cannibal,1a7,2014,t,pien,,,39,ye,,
1a,cannibal,1a7,2014,t,pien,,,13,gr,,
1a,cannibal,1a7,2014,t,pien,,,10,gr,,
1a,cannibal,1a7,2014,t,pien,,,15,ye,,
1a,cannibal,1a7,2014,t,pien,,,19,ye,,
1a,cannibal,1a7,2014,t,pien,,,10,gr,,
1a,cannibal,1a7,2014,t,pien,,,18,gr,,
1a,cannibal,1a7,2014,t,pien,,,6,ye,,
1a,cannibal,1a7,2014,t,pien,,,10,gr,,
1a,cannibal,1a7,2014,t,pien,,,15,gr,25,
1a,cannibal,1a7,2014,t,pien,,,9,gr,20,
1a,cannibal,1a7,2014,t,pien,,,22,tw,,
1a,cannibal,1a7,2014,t,pien,,,4,li,20,
1a,cannibal,1a7,2014,t,pien,,,5,gr,,
1a,cannibal,1a7,2014,t,pien,,,15,gr,20,
1a,cannibal,1a7,2014,t,pien,,,8,gr,15,
1a,cannibal,1a7,2014,t,pien,,,12,gr,35,
1a,cannibal,1a7,2014,t,pien,,,10,ye,,
1a,cannibal,1a7,2014,t,pien,,,15,nd,,
1a,cannibal,1a7,2014,t,pien,,,12,gr,,
1a,cannibal,1a7,2014,t,pien,,,44,ye,,
1a,cannibal,1a7,2014,t,pien,,,6,gr,80,
1a,cannibal,1a7,2014,t,pien,,,5,gr,30,
1a,cannibal,1a7,2014,t,pien,,,27,tw,,
1a,cannibal,1a7,2014,t,pien,,,15,br,,
1a,cannibal,1a7,2014,t,pien,,,32,ye,,
1a,cannibal,1a7,2014,t,pien,,,33,br,,
1a,cannibal,1a7,2014,t,pien,,,44,gr,,
1a,cannibal,1a7,2014,t,pien,,,5,gr,,
1a,cannibal,1a7,2014,t,pien,,,45,gr,,
1a,cannibal,1a7,2014,t,pien,,,39,gr,,
1a,cannibal,1a7,2014,t,pien,,,22,gr,,
1a,cannibal,1a8,2014,t,abla,,,8,li,70,
1a,cannibal,1a8,2014,t,pien,,,27,ye,,
1a,cannibal,1a8,2014,t,pien,,,72,ye,,
1a,cannibal,1a8,2014,t,pien,,,13,ye,,
1a,cannibal,1a8,2014,t,pien,,,16,gr,30,
1a,cannibal,1a8,2014,t,pien,,,7,tw,,
1a,cannibal,1a8,2014,t,pien,,,40,ye,,
1a,cannibal,1a8,2014,t,pien,,,14,ye,,
1a,cannibal,1a8,2014,t,pien,,,35,gr,,
1a,cannibal,1a8,2014,t,pien,,,43,gr,,
1a,cannibal,1a8,2014,t,pien,,,12,gr,,
1a,cannibal,1a8,2014,t,pien,,,13,gr,,
1a,cannibal,1a8,2014,t,pien,,,8,gr,30,
1a,cannibal,1a8,2014,t,pien,,,11,ye,,
1a,cannibal,1a8,2014,t,pien,,,33,ye,,
1a,cannibal,1a8,2014,t,pien,,,54,ye,,
1a,cannibal,1a8,2014,t,pien,,,20,br,,
1a,cannibal,1a8,2014,t,pien,,,39,ye,,
1a,cannibal,1a8,2014,t,pien,,,28,ye,,
1a,cannibal,1a8,2014,t,pien,,,45,ye,,
1a,cannibal,1a9,2014,t,pien,,,64,gr,,
1a,cannibal,1a9,2014,t,pien,,,18,ye,,
1a,cannibal,1a9,2014,t,pien,,,61,gr,,
1a,cannibal,1a9,2014,t,pien,,,34,gr,,
1a,cannibal,1a9,2014,t,pien,,,19,ye,,
1a,cannibal,1a9,2014,t,pien,,,39,gr,,
1a,cannibal,1a9,2014,t,pien,,,20,gr,,
1a,cannibal,1a9,2014,t,pien,,,37,gr,,
1a,cannibal,1a9,2014,t,pien,,,8,gr,,
1a,cannibal,1a9,2014,t,pien,,,12,br,,
1a,cannibal,1a9,2014,t,pien,,,39,br,,
1a,cannibal,1a9,2014,t,pien,,,17,ye,,
1a,cannibal,1a9,2014,t,pien,,,29,br,,
1a,cannibal,1a9,2014,t,pien,,,38,br,,
1a,cannibal,1a9,2014,t,pien,,,28,sn,,
1a,cannibal,1a9,2014,t,pien,,,29,ye,,
1a,cannibal,1a9,2014,t,pien,,,37,ye,,
1a,cannibal,1a9,2014,t,pien,,,33,sn,,
1a,cannibal,1a9,2014,t,pien,,,26,tw,,
1a,cannibal,1a9,2014,t,pien,,,48,ye,,
1a,cannibal,1a9,2014,t,pien,,,24,ye,,
1a,cannibal,1a9,2014,t,pien,,,35,gr,,
1a,cannibal,1a9,2014,t,pien,,,29,ye,,
1a,cannibal,1a9,2014,t,pien,,,31,ye,,
1a,cannibal,1a9,2014,t,pien,,,34,tw,,
1a,cannibal,1a9,2014,t,pien,,,14,gr,40,
1a,cannibal,1a9,2014,t,pien,,,34,gr,,
1a,cannibal,1a9,2014,t,pien,,,25,ye,,
1a,cannibal,1a9,2014,t,pien,,,49,tw,,
1a,cannibal,1a9,2014,t,pien,,,31,br,,
1a,cannibal,1a9,2014,t,pien,,,4,sn,,
1a,cannibal,1a9,2014,t,pien,,,13,ye,,
1a,cannibal,1a9,2014,t,pien,,,7,ye,,
1a,cannibal,1a9,2014,t,pien,,,22,ye,,
1a,cannibal,1a9,2014,t,pien,,,30,tw,,
1a,cannibal,1a9,2014,t,pien,,,9,gr,15,
1a,cannibal,1a9,2014,t,pien,,,6,li,30,
1a,cannibal,1a9,2014,t,pien,,,41,ye,,
1a,cannibal,1a9,2014,t,pien,,,44,br,,
1a,cannibal,1a9,2014,t,pien,,,14,br,,
1a,cannibal,1a9,2014,t,pien,,,49,br,,
1a,cannibal,1a9,2014,t,pien,,,27,br,,
1a,cannibal,1a9,2014,t,pien,,,55,gr,,
1a,cannibal,1a9,2014,t,pien,,,14,ye,,
1a,cannibal,1a9,2014,t,pien,,,17,ye,,
1a,cannibal,1a9,2014,t,pien,,,43,gr,,
2a,slumpass,2a1,2014,t,pien,,,10,gr,40,
2a,slumpass,2a1,2014,t,pien,,,11,gr,50,
2a,slumpass,2a1,2014,t,pien,,,5,li,30,
2a,slumpass,2a1,2014,t,pien,,,18,ye,,
2a,slumpass,2a1,2014,t,pien,,,7,ye,,
2a,slumpass,2a1,2014,t,pien,,,33,br,,
2a,slumpass,2a1,2014,t,pien,,,23,tw,,
2a,slumpass,2a1,2014,t,pien,,,4,li,60,
2a,slumpass,2a1,2014,t,pien,,,38,tw,,
2a,slumpass,2a1,2014,t,pien,,,28,ye,,
2a,slumpass,2a1,2014,t,pien,,,28,ye,,
2a,slumpass,2a1,2014,t,pien,,,29,ye,,
2a,slumpass,2a1,2014,t,pien,,,55,ye,,
2a,slumpass,2a1,2014,t,pien,,,40,ye,,
2a,slumpass,2a1,2014,t,pien,,,32,tw,,
2a,slumpass,2a1,2014,t,pien,,,31,tw,,
2a,slumpass,2a1,2014,t,pien,,,10,li,30,
2a,slumpass,2a1,2014,t,pien,,,14,gr,40,
2a,slumpass,2a1,2014,t,pien,,,42,tw,,
2a,slumpass,2a1,2014,t,pien,,,29,ye,,
2a,slumpass,2a1,2014,t,pien,,,27,ye,,
2a,slumpass,2a1,2014,t,pien,,,29,ye,,
2a,slumpass,2a1,2014,t,pien,,,49,ye,,
2a,slumpass,2a1,2014,t,pien,,,37,tw,,
2a,slumpass,2a1,2014,t,pien,,,35,br,,
2a,slumpass,2a1,2014,t,pien,,,46,ye,,
2a,slumpass,2a1,2014,t,pien,,,17,ye,,
2a,slumpass,2a1,2014,t,pien,,,12,tw,,
2a,slumpass,2a1,2014,t,pien,,,11,gr,20,
2a,slumpass,2a1,2014,t,pien,,,42,ye,,
2a,slumpass,2a1,2014,t,pien,,,26,tw,,
2a,slumpass,2a1,2014,t,pien,,,10,gr,40,
2a,slumpass,2a1,2014,t,pien,,,35,ye,,
2a,slumpass,2a1,2014,t,pien,,,7,li,10,
2a,slumpass,2a1,2014,t,pien,,,28,tw,,
2a,slumpass,2a1,2014,t,pien,,,36,ye,,
2a,slumpass,2a1,2014,t,pien,,,36,sn,,
2a,slumpass,2a1,2014,t,pien,,,37,ye,,
2a,slumpass,2a1,2014,t,pien,,,29,ye,,
2a,slumpass,2a2,2014,t,pien,,,26,ye,,
2a,slumpass,2a2,2014,t,pien,,,25,ye,,
2a,slumpass,2a2,2014,t,pien,,,7,gr,30,
2a,slumpass,2a2,2014,t,pien,,,34,ye,,
2a,slumpass,2a2,2014,t,pien,,,8,ye,,
2a,slumpass,2a2,2014,t,pien,,,5,de,,
2a,slumpass,2a2,2014,t,pien,,,16,ye,,
2a,slumpass,2a2,2014,t,pien,,,38,ye,,
2a,slumpass,2a2,2014,t,pien,,,26,tw,,
2a,slumpass,2a2,2014,t,pien,,,9,li,,
2a,slumpass,2a2,2014,t,pien,,,31,ye,,
2a,slumpass,2a2,2014,t,pien,,,17,gr,,
2a,slumpass,2a2,2014,t,pien,,,28,ye,,
2a,slumpass,2a2,2014,t,pien,,,16,gr,50,
2a,slumpass,2a2,2014,t,pien,,,11,gr,10,
2a,slumpass,2a2,2014,t,pien,,,42,ye,,
2a,slumpass,2a2,2014,t,pien,,,54,tw,,
2a,slumpass,2a2,2014,t,pien,,,50,sn,,
2a,slumpass,2a2,2014,t,pien,,,41,br,,
2a,slumpass,2a2,2014,t,pien,,,26,ye,,
2a,slumpass,2a2,2014,t,pien,,,8,gr,,
2a,slumpass,2a2,2014,t,pien,,,7,nd,,
2a,slumpass,2a2,2014,t,pien,,,22,ye,,
2a,slumpass,2a2,2014,t,pien,,,43,ye,,
2a,slumpass,2a2,2014,t,pien,,,32,ye,,
2a,slumpass,2a2,2014,t,pien,,,15,de,,
2a,slumpass,2a2,2014,t,pien,,,38,ye,,
2a,slumpass,2a2,2014,t,pien,,,20,tw,,
2a,slumpass,2a2,2014,t,pien,,,44,tw,,
2a,slumpass,2a2,2014,t,pien,,,38,nd,,
2a,slumpass,2a2,2014,t,pien,,,41,nd,,
2a,slumpass,2a2,2014,t,pien,,,19,ye,,
2a,slumpass,2a2,2014,t,pien,,,22,ye,,
2a,slumpass,2a2,2014,t,pien,,,41,sn,,
2a,slumpass,2a2,2014,t,pien,,,45,br,,
2a,slumpass,2a2,2014,t,pien,,,9,li,40,
2a,slumpass,2a2,2014,t,pien,,,33,tw,,
2a,slumpass,2a2,2014,t,pien,,,7,li,40,
2a,slumpass,2a2,2014,t,pien,,,6,ye,,
2a,slumpass,2a2,2014,t,pien,,,14,gr,80,
2a,slumpass,2a2,2014,t,pien,,,9,gr,20,
2a,slumpass,2a2,2014,t,pien,,,6,gr,45,
2a,slumpass,2a2,2014,t,pien,,,9,gr,25,
2a,slumpass,2a2,2014,t,pien,,,35,ye,,
2a,slumpass,2a2,2014,t,pien,,,4,gr,,
2a,slumpass,2a3,2014,t,pien,,,19,ye,,
2a,slumpass,2a3,2014,t,pien,,,18,tw,,
2a,slumpass,2a3,2014,t,pien,,,13,gr,75,
2a,slumpass,2a3,2014,t,pien,,,5,ye,,
2a,slumpass,2a3,2014,t,pien,,,8,br,,
2a,slumpass,2a3,2014,t,pien,,,17,ye,,
2a,slumpass,2a3,2014,t,pien,,,5,li,15,
